_id,listing_url,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,images,review_scores,host_id,host_url,host_name,host_location,host_response_time,host_thumbnail_url,host_picture_url,host_neighbourhood,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,host_verifications,street,suburb,government_area,market,country,country_code,location_type,longitude,latitude,is_location_exact,availability_30,availability_60,availability_90,availability_365,amenities
24404723,https://www.airbnb.com/rooms/24404723,Apartamento com terraço e metro próximo,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1,2,15,2,42,20,5,2,{'picture_url': 'https://a0.muscache.com/im/pictures/a15d9ed7-f75f-4aaa-b168-7fe682cab6a1.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 97}",505473,https://www.airbnb.com/users/show/505473,Gundega & Antonio,"Porto, Porto, Portugal",within an hour,https://a0.muscache.com/im/users/505473/profile_pic/1303066697/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/505473/profile_pic/1303066697/original.jpg?aki_policy=profile_x_medium,Not Specified,100.0,No,Yes,Yes,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","Vila Nova de Gaia, Porto, Portugal",Not Specified,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,Point,-8.59938,41.1214,True,2,21,51,186,"['Crib', 'Elevator', 'Essentials', 'Family/kid friendly', 'First aid kit', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'High chair', 'Host greets you', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Paid parking on premises', 'Shampoo', 'Smoking allowed', 'TV', 'Washer', 'Wifi']"
24495769,https://www.airbnb.com/rooms/24495769,Private room in the heart of Kadıköy,Serviced apartment,Private room,Real Bed,2,20,flexible,2,1,1,0,1,79,60,36,1,{'picture_url': 'https://a0.muscache.com/im/pictures/3cb299b4-7ce3-424d-ab4a-23794a95a002.jpg?aki_policy=large'},{},7080668,https://www.airbnb.com/users/show/7080668,Gizem,"Istanbul, Istanbul, Turkey",a few days or more,https://a0.muscache.com/im/pictures/user/e5c826f5-5f01-4796-b043-5e696c4cb3f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e5c826f5-5f01-4796-b043-5e696c4cb3f3.jpg?aki_policy=profile_x_medium,Kadıköy Merkezi,0.0,No,Yes,No,1,1,"['email', 'phone', 'reviews']","Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,29.03181,40.99294,True,28,58,88,88,"['Bed linens', 'Essentials', 'Extra pillows and blankets', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Washer', 'Wifi']"
24296834,https://www.airbnb.com/rooms/24296834,MEHMET'S PLACE IN ISTANBUL,Serviced apartment,Entire home/apt,Real Bed,3,35,moderate,8,3,5,31,1,295,0,0,1,{'picture_url': 'https://a0.muscache.com/im/pictures/0ddac427-3000-4247-9454-7195fbe58f79.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 96}",20015157,https://www.airbnb.com/users/show/20015157,Mehmet,İstanbul,within an hour,https://a0.muscache.com/im/pictures/user/61fc711d-bf72-4dbd-9b81-b76546b5d357.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/61fc711d-bf72-4dbd-9b81-b76546b5d357.jpg?aki_policy=profile_x_medium,Taksim,100.0,Yes,Yes,Yes,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,28.97545,41.03743,True,17,37,67,333,"['Air conditioning', 'BBQ grill', 'Bed linens', 'Building staff', 'Cable TV', 'Carbon monoxide detector', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Ethernet connection', 'Extra pillows and blankets', 'Family/kid friendly', 'First aid kit', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Indoor fireplace', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Patio or balcony', 'Pocket wifi', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Suitable for events', 'TV', 'Washer', 'Wifi']"
24427877,https://www.airbnb.com/rooms/24427877,Wonderful room in the heart of Plateau.,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,6,1,50,0,0,1,{'picture_url': 'https://a0.muscache.com/im/pictures/69c8b6de-0cdd-45f3-8764-bf133e4602ed.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",2179358,https://www.airbnb.com/users/show/2179358,Esther,"Montreal, Quebec, Canada",within an hour,https://a0.muscache.com/im/pictures/8dd75a18-970a-443a-859c-0ab1789de459.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/8dd75a18-970a-443a-859c-0ab1789de459.jpg?aki_policy=profile_x_medium,Le Plateau,100.0,No,Yes,Yes,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,-73.58449,45.51705,True,0,0,0,0,"['Dryer', 'Essentials', 'Hangers', 'Heating', 'Kitchen', 'Smoke detector', 'Washer', 'Wifi']"
24365442,https://www.airbnb.com/rooms/24365442,Lovely Erskineville terrace near Sydney Uni/RPA,Townhouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,2,11,1,75,50,20,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ff590a49-46d4-47b4-b60f-c5384f4b0887.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",176671317,https://www.airbnb.com/users/show/176671317,Patricia,AU,within a few hours,https://a0.muscache.com/im/pictures/user/ed033f8e-01fd-4e54-a5c6-eadd5d836552.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed033f8e-01fd-4e54-a5c6-eadd5d836552.jpg?aki_policy=profile_x_medium,Erskineville,100.0,Yes,Yes,No,1,1,['phone'],"Erskineville, NSW, Australia",Erskineville,Sydney,Sydney,Australia,AU,Point,151.18387,-33.89885,True,19,49,79,80,"['Air conditioning', 'Bed linens', 'Breakfast', 'Children’s books and toys', 'Children’s dinnerware', 'Dryer', 'Essentials', 'Family/kid friendly', 'First aid kit', 'Free street parking', 'Hair dryer', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Lockbox', 'Long term stays allowed', 'Luggage dropoff allowed', 'Room-darkening shades', 'Self check-in', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
2442588,https://www.airbnb.com/rooms/2442588,20% off - Cozy large 2bed +Roof Top 5min to subway,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,3,1,2,26,1,989,158,50,2,{'picture_url': 'https://a0.muscache.com/im/pictures/13b924ba-0b0c-406a-965a-40bafc2471a2.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 91}",10575316,https://www.airbnb.com/users/show/10575316,Mark,Hong Kong,within an hour,https://a0.muscache.com/im/users/10575316/profile_pic/1435069584/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10575316/profile_pic/1435069584/original.jpg?aki_policy=profile_x_medium,Sai Ying Pun,93.0,No,Yes,Yes,12,12,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,Point,114.14263,22.28769,True,10,28,58,272,"['Air conditioning', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Carbon monoxide detector', 'Doorman', 'Elevator', 'Essentials', 'Ethernet connection', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Keypad', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Private living room', 'Self check-in', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi']"
24461559,https://www.airbnb.com/rooms/24461559,Beautiful room at Tibidabbo,Serviced apartment,Private room,Real Bed,60,90,moderate,1,1,1,5,2,17,0,5,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9a236a21-b133-4540-abb3-ff20d6a249f2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",184762120,https://www.airbnb.com/users/show/184762120,Chris,ES,a few days or more,https://a0.muscache.com/im/pictures/user/5a53554d-1584-41a9-be1f-8bd821ad875a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a53554d-1584-41a9-be1f-8bd821ad875a.jpg?aki_policy=profile_x_medium,Sant Gervasi - la Bonanova,0.0,No,Yes,No,1,1,['phone'],"Barcelona, Catalunya, Spain",Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Barcelona,Spain,ES,Point,2.13289,41.41021,True,0,0,0,75,"['Essentials', 'Hair dryer', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Private living room', 'TV', 'Washer', 'Wifi']"
24448278,https://www.airbnb.com/rooms/24448278,Eixample Dret València Cartagena,Apartment,Entire home/apt,Real Bed,1,28,super_strict_30,3,2,2,2,1,71,0,0,3,{'picture_url': 'https://a0.muscache.com/im/pictures/f4020513-e706-466b-ab76-d10c979cf390.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 80}",163379623,https://www.airbnb.com/users/show/163379623,Sonia - Interhome,Spain,within an hour,https://a0.muscache.com/im/pictures/user/f45b4e44-7dc6-4c65-876b-8f21555d3a43.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f45b4e44-7dc6-4c65-876b-8f21555d3a43.jpg?aki_policy=profile_x_medium,Not Specified,99.0,No,Yes,No,128,128,"['email', 'phone', 'manual_online', 'manual_offline']","Barcelona, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,Point,2.18163,41.4073,False,4,11,29,188,"['Air conditioning', 'Dishwasher', 'Elevator', 'Essentials', 'Family/kid friendly', 'Hangers', 'Kitchen', 'Laptop friendly workspace', 'Microwave', 'Private living room', 'Smoking allowed', 'TV', 'Washer', 'Wifi']"
24460520,https://www.airbnb.com/rooms/24460520,"Light-filled, 1 bedroom apartment in Potts Point",Apartment,Entire home/apt,Real Bed,2,28,flexible,2,1,1,47,1,85,85,0,2,{'picture_url': 'https://a0.muscache.com/im/pictures/741b6f78-a794-4abf-a592-dea91d9efad2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}",4994244,https://www.airbnb.com/users/show/4994244,Julia,"Sydney, New South Wales, Australia",within an hour,https://a0.muscache.com/im/pictures/e544a48b-b34f-4b96-81e3-a144ad582090.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/e544a48b-b34f-4b96-81e3-a144ad582090.jpg?aki_policy=profile_x_medium,Potts Point,100.0,Yes,Yes,Yes,2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","Potts Point, NSW, Australia",Potts Point,Sydney,Sydney,Australia,AU,Point,151.22298,-33.87245,True,0,1,1,15,"['Bed linens', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Long term stays allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Private living room', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi']"
24492886,https://www.airbnb.com/rooms/24492886,Queen Yataklı Oda & Queen Room,Hotel,Private room,Real Bed,1,90,flexible,2,1,1,2,1,7203,0,0,1,{'picture_url': 'https://a0.muscache.com/im/pictures/d2271da3-3778-433c-9a5a-1ed95d30f8b9.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 5, 'review_scores_checkin': 7, 'review_scores_communication': 8, 'review_scores_location': 8, 'review_scores_value': 7, 'review_scores_rating': 70}",182908923,https://www.airbnb.com/users/show/182908923,Sarah,"Beyoğlu, Istanbul, Turkey",within an hour,https://a0.muscache.com/im/pictures/user/3fb45165-8d5d-4169-9064-0b7796e268e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3fb45165-8d5d-4169-9064-0b7796e268e5.jpg?aki_policy=profile_x_medium,Taksim,100.0,No,Yes,No,18,18,"['email', 'phone', 'google']","Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,28.98827,41.03429,True,30,60,90,365,"['Air conditioning', 'Building staff', 'Carbon monoxide detector', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Self check-in', 'Shampoo', 'Smoke detector', 'Smoking allowed', 'Suitable for events', 'TV', 'Wifi']"
2422745,https://www.airbnb.com/rooms/2422745,So close of tourist attractions :),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,43,1,127,0,60,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bbe8c154-439b-45af-972a-52f020b7ff6c.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}",12187716,https://www.airbnb.com/users/show/12187716,Mônica,"Rio, Rio de Janeiro, Brazil",within a few hours,https://a0.muscache.com/im/pictures/0afc1997-6d75-406e-8050-cc05f0073fa0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/0afc1997-6d75-406e-8050-cc05f0073fa0.jpg?aki_policy=profile_x_medium,Lapa,100.0,Yes,Yes,No,2,2,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']","Rio, État de Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,Point,-43.174249308152504,-22.912190530528722,True,0,13,43,318,"['Air conditioning', 'Babysitter recommendations', 'Buzzer/wireless intercom', 'Cable TV', 'Children’s books and toys', 'Children’s dinnerware', 'Cleaning before checkout', 'Coffee maker', 'Dishes and silverware', 'Doorman', 'Essentials', 'Ethernet connection', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Oven', 'Paid parking off premises', 'Refrigerator', 'Shampoo', 'Stove', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50']"
24324367,https://www.airbnb.com/rooms/24324367,Precioso Apartamento en Barcelona *Bcn* C02,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,2,22,1,150,15,14,2,{'picture_url': 'https://a0.muscache.com/im/pictures/1f4eaf06-5b45-47e4-8cf6-03bb54552c61.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 86}",10547296,https://www.airbnb.com/users/show/10547296,María & Oscar,"Barcelona, Catalonia, Spain",within an hour,https://a0.muscache.com/im/pictures/1c995e3a-2228-4f78-8edb-c07f3e469a4b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/1c995e3a-2228-4f78-8edb-c07f3e469a4b.jpg?aki_policy=profile_x_medium,Dreta de l'Eixample,97.0,No,Yes,No,100,100,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,2.17445,41.3973,True,10,16,25,241,"['Air conditioning', 'Elevator', 'Essentials', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Paid parking off premises', 'Safety card', 'Shampoo', 'TV', 'Wifi']"
24266056,https://www.airbnb.com/rooms/24266056,Apartamento grande luminoso,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,3,3,0,1,60,50,20,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1f1434a0-8be0-46ec-87ec-5cf9dee478da.jpg?aki_policy=large'},{},182988752,https://www.airbnb.com/users/show/182988752,Berto E Luisa,"Vila Nova de Gaia, Porto District, Portugal",0,https://a0.muscache.com/im/pictures/user/b593429d-2479-44eb-a9b6-6c81d62990af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b593429d-2479-44eb-a9b6-6c81d62990af.jpg?aki_policy=profile_x_medium,Not Specified,0.0,No,Yes,No,1,1,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","Vila Nova de Gaia, Porto, Portugal",Not Specified,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,Point,-8.59691,41.12162,True,29,59,89,179,"['Baby bath', 'Babysitter recommendations', 'Bathtub', 'Bed linens', 'Cable TV', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'High chair', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Room-darkening shades', 'Safety card', 'Shampoo', 'TV', 'Washer', 'Wifi']"
24413268,https://www.airbnb.com/rooms/24413268,Iconic Sydney CBD Barangaroo Harbour View Living,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,2,3,11,1,200,100,30,1,{'picture_url': 'https://a0.muscache.com/im/pictures/cbd0b0d6-c709-4a25-a216-07fd3a0bd49f.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 91}",46924803,https://www.airbnb.com/users/show/46924803,Lynn,AU,within an hour,https://a0.muscache.com/im/pictures/733a2edb-e6fe-4c0d-a5a9-4cb495c9cf5a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/733a2edb-e6fe-4c0d-a5a9-4cb495c9cf5a.jpg?aki_policy=profile_x_medium,Ultimo,100.0,No,Yes,No,6,6,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","Millers Point, NSW, Australia",Millers Point,Sydney,Sydney,Australia,AU,Point,151.2027,-33.85929,True,3,8,38,302,"['Dryer', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Private entrance', 'Self check-in', 'Shampoo', 'TV', 'Washer', 'Wifi']"
24322969,https://www.airbnb.com/rooms/24322969,Private bedroom in east end renovated apartment,Apartment,Private room,Real Bed,2,1125,flexible,1,1,1,10,1,23,12,13,1,{'picture_url': 'https://a0.muscache.com/im/pictures/33dddbab-5f1b-4bb6-8e25-f5772aa51428.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 7, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 88}",3168214,https://www.airbnb.com/users/show/3168214,William,"Montreal, Quebec, Canada",within a day,https://a0.muscache.com/im/pictures/a7e2ff16-28ce-439e-b1a0-b12e2960d669.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/a7e2ff16-28ce-439e-b1a0-b12e2960d669.jpg?aki_policy=profile_x_medium,Hochelaga-Maisonneuve,60.0,No,Yes,Yes,6,6,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,-73.54863,45.54561,True,30,60,90,90,"['Air conditioning', 'Dryer', 'Essentials', 'Heating', 'Host greets you', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Smoke detector', 'Washer', 'Wifi']"
24418052,https://www.airbnb.com/rooms/24418052,Private Room and Bathroom For Our Guests,Apartment,Private room,Real Bed,2,1125,moderate,2,1,1,2,1,105,0,0,1,{'picture_url': 'https://a0.muscache.com/im/pictures/af84b4b2-5da2-45bf-9a92-5524f2d1db63.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 10, 'review_scores_rating': 100}",57770563,https://www.airbnb.com/users/show/57770563,Emine,"Istanbul, İstanbul, Turkey",within a day,https://a0.muscache.com/im/pictures/c480f8fc-903b-4b62-8055-01544d284f25.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/c480f8fc-903b-4b62-8055-01544d284f25.jpg?aki_policy=profile_x_medium,Not Specified,100.0,No,Yes,No,1,1,"['email', 'phone', 'facebook']","Dudullu Osb, İstanbul, Turkey",Not Specified,Atasehir,Istanbul,Turkey,TR,Point,29.1343,40.9763,False,30,60,90,365,"['Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Outlet covers', 'Patio or balcony', 'Pets allowed', 'Shampoo', 'Smoking allowed', 'Stair gates', 'TV', 'Washer', 'Wifi']"
24426527,https://www.airbnb.com/rooms/24426527,el Besos y el Maresme,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,8,1,35,10,0,1,{'picture_url': 'https://a0.muscache.com/im/pictures/207c6dd8-fd49-4b2d-a16e-c544a4938007.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 90}",184413645,https://www.airbnb.com/users/show/184413645,Natia,"Barcelona, Catalonia, Spain",within an hour,https://a0.muscache.com/im/pictures/user/27bda0ef-840c-4c3d-87fc-b039f9e0adc1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/27bda0ef-840c-4c3d-87fc-b039f9e0adc1.jpg?aki_policy=profile_x_medium,El Besòs i el Maresme,100.0,Yes,Yes,No,2,2,"['email', 'phone']","Barcelona, Catalunya, Spain",Sant Martí,el Besòs i el Maresme,Barcelona,Spain,ES,Point,2.20945,41.41948,True,0,0,0,0,"['Bed linens', 'Coffee maker', 'Dishes and silverware', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Hair dryer', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Microwave', 'Other', 'Patio or balcony', 'Refrigerator', 'Shampoo', 'Smoking allowed', 'Washer', 'Wifi']"
24460964,https://www.airbnb.com/rooms/24460964,Bright & Stunning 2BR APT w/City View &Wifi,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2,3,60,1,151,69,30,4,{'picture_url': 'https://a0.muscache.com/im/pictures/46d6ccae-1e38-468d-af38-c23f85a97cb7.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 91}",155157927,https://www.airbnb.com/users/show/155157927,Anton,"Sydney, New South Wales, Australia",within an hour,https://a0.muscache.com/im/pictures/user/b1949a78-293d-4721-bb5a-24a1db40efce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1949a78-293d-4721-bb5a-24a1db40efce.jpg?aki_policy=profile_x_medium,Chippendale,100.0,No,Yes,No,23,23,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,Point,151.20932,-33.88036,True,10,23,39,39,"['Air conditioning', 'Bed linens', 'Building staff', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Heating', 'High chair', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Pack ’n Play/travel crib', 'Paid parking off premises', 'Refrigerator', 'Safety card', 'Self check-in', 'Shampoo', 'Single level home', 'Smoke detector', 'Step-free access', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Washer', 'Wide hallway clearance', 'Wifi']"
24474335,https://www.airbnb.com/rooms/24474335,Belle chambre lumineuse sur le plateau,Apartment,Private room,Real Bed,4,11,flexible,2,1,1,1,1,25,0,0,1,{'picture_url': 'https://a0.muscache.com/im/pictures/61e97734-0e7c-4265-ab32-f89d3c14c575.jpg?aki_policy=large'},{},6909299,https://www.airbnb.com/users/show/6909299,Clémentine,"Montreal, Quebec, Canada",0,https://a0.muscache.com/im/pictures/user/d76cd414-4d9a-418c-bcee-7aa5f6a34a37.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d76cd414-4d9a-418c-bcee-7aa5f6a34a37.jpg?aki_policy=profile_x_medium,Le Plateau,0.0,No,Yes,No,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,-73.56457,45.53236,True,0,0,0,0,"['Dryer', 'Essentials', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Smoke detector', 'Smoking allowed', 'Suitable for events', 'TV', 'Washer', 'Wifi']"
